Time, W_CPU, W_MEM, D_CPU, D_MEM
0,0.0,795107328.0,0.0,106795008.0
1,292.1,900337664.0,0.2,108625920.0
2,278.3,1026195456.0,0.4,95375360.0
3,269.1,1163022336.0,0.4,124698624.0
4,277.5,1302065152.0,0.5,113934336.0
5,262.8,1419091968.0,0.5,115085312.0
6,178.2,1471492096.0,0.4,131555328.0
7,210.5,1566277632.0,0.8,102457344.0
8,172.5,1675091968.0,0.4,117170176.0
9,165.2,1703870464.0,0.8,100507648.0
10,135.5,1794355200.0,0.6,115425280.0
11,145.2,1851334656.0,0.6,102551552.0
12,124.4,1912205312.0,0.7,87187456.0
13,123.2,1922174976.0,0.6,87187456.0
14,116.8,1978376192.0,0.6,100511744.0
15,120.1,1999433728.0,0.6,102436864.0
16,106.9,2023514112.0,0.6,102256640.0
17,110.8,2052722688.0,0.7,87187456.0
18,107.2,2088157184.0,0.6,87187456.0
19,100.0,2120032256.0,0.8,100728832.0
20,100.3,2138484736.0,0.5,100749312.0
21,95.8,2148503552.0,0.7,132300800.0
22,94.3,2175979520.0,0.8,102182912.0
23,97.8,2233303040.0,0.4,114376704.0
24,95.7,2247405568.0,0.6,130723840.0
25,84.4,2260262912.0,0.7,87191552.0
26,88.2,2302394368.0,0.5,117481472.0
27,85.0,2298122240.0,0.7,102268928.0
28,83.5,2331553792.0,0.6,87191552.0
29,79.9,2330013696.0,0.6,87191552.0
30,82.0,2391523328.0,0.7,87191552.0
31,78.5,2396827648.0,0.6,102772736.0
32,78.5,2412511232.0,0.5,87191552.0
33,73.7,2433650688.0,0.7,87191552.0
34,82.5,2426150912.0,0.6,87191552.0
35,72.3,2459062272.0,0.8,102060032.0
36,80.9,2513154048.0,0.6,87191552.0
37,76.4,2512216064.0,0.5,102334464.0
38,70.4,2526892032.0,0.7,101793792.0
39,66.9,2529742848.0,0.6,103051264.0
40,75.2,2565730304.0,0.7,87191552.0
41,70.5,2560098304.0,0.6,102465536.0
42,68.3,2569355264.0,0.8,100646912.0
43,71.9,2591694848.0,0.5,103526400.0
44,74.4,2607366144.0,0.7,87191552.0
45,63.1,2607435776.0,0.7,87191552.0
46,63.5,2622345216.0,0.6,100720640.0
47,73.2,2622849024.0,0.5,117075968.0
48,72.0,2628964352.0,0.6,87195648.0
49,63.8,2648424448.0,0.8,87195648.0
50,74.7,2641543168.0,0.5,87195648.0
51,61.0,2650271744.0,0.6,100720640.0
52,63.9,2660433920.0,0.7,100720640.0
53,73.4,2681671680.0,0.6,87195648.0
54,65.6,2686218240.0,0.5,103133184.0
55,66.0,2694230016.0,0.6,87195648.0
56,67.2,2714222592.0,0.6,87195648.0
57,59.3,2723053568.0,0.6,100777984.0
58,60.7,2736046080.0,0.5,87195648.0
59,67.9,2759688192.0,0.6,100786176.0
60,60.4,2764308480.0,0.8,87195648.0
61,63.0,2771406848.0,0.5,87195648.0
62,56.6,2772742144.0,0.7,102797312.0
63,65.7,2779664384.0,0.5,103714816.0
64,59.2,2784759808.0,0.7,87195648.0
65,64.2,2799579136.0,0.8,87195648.0
66,59.1,2806312960.0,0.4,90611712.0
67,61.8,2808635392.0,0.7,122359808.0
68,59.6,2811301888.0,0.6,90611712.0
69,62.0,2846728192.0,0.7,90611712.0
70,52.9,2853527552.0,0.6,104280064.0
71,64.5,2862186496.0,0.5,106795008.0
72,58.3,2863181824.0,0.8,90615808.0
73,55.1,2890948608.0,0.5,90615808.0
74,55.2,2903773184.0,0.6,106086400.0
75,54.4,2891587584.0,0.6,106770432.0
76,60.9,2897723392.0,0.6,90615808.0
77,61.0,2898739200.0,0.6,104280064.0
78,56.9,2910900224.0,0.6,90615808.0
79,57.7,2925248512.0,0.6,106766336.0
80,59.9,2932568064.0,0.7,90615808.0
81,54.2,2933268480.0,0.5,105836544.0
82,60.6,2944360448.0,0.7,90615808.0
83,56.2,2954145792.0,0.6,106840064.0
84,60.1,2971451392.0,0.6,106741760.0
85,54.4,2990436352.0,0.5,105906176.0
86,57.0,2994171904.0,0.6,105897984.0
87,53.6,3003068416.0,0.7,121643008.0
88,60.3,3013574656.0,0.6,106565632.0
89,51.6,3014774784.0,0.6,90619904.0
90,57.2,3015946240.0,0.6,105992192.0
91,51.6,3032297472.0,0.6,104288256.0
92,51.1,3032948736.0,0.7,90619904.0
93,56.2,3035721728.0,0.6,104288256.0
94,51.5,3036581888.0,0.5,106500096.0
95,54.2,3073781760.0,0.7,122789888.0
96,60.2,3077943296.0,0.7,90619904.0
97,46.1,3078234112.0,0.6,90619904.0
98,57.5,3078529024.0,0.6,90619904.0
99,58.6,3075891200.0,0.7,122294272.0
100,50.7,3077341184.0,0.5,90619904.0
101,54.3,3079487488.0,0.6,90619904.0
102,57.7,3095580672.0,0.7,106876928.0
103,48.8,3100393472.0,0.6,90619904.0
104,61.0,3100086272.0,0.7,106029056.0
105,51.0,3127222272.0,0.6,90619904.0
106,52.4,3127263232.0,0.7,90619904.0
107,53.2,3124617216.0,0.6,104288256.0
108,56.4,3124764672.0,0.6,106459136.0
109,49.0,3144011776.0,0.6,90619904.0
110,60.9,3146407936.0,0.6,119787520.0
111,50.1,3146498048.0,0.6,104288256.0
112,59.9,3159973888.0,0.7,90619904.0
113,57.3,3160379392.0,0.4,90619904.0
114,55.7,3163009024.0,0.8,90619904.0
115,53.6,3180990464.0,0.4,90619904.0
116,53.0,3181428736.0,0.6,90619904.0
117,49.7,3182002176.0,0.7,90619904.0
118,51.9,3173376000.0,0.6,106872832.0
119,54.7,3182645248.0,0.5,90619904.0
120,51.7,3183046656.0,0.6,90619904.0
121,47.7,3195871232.0,0.7,120356864.0
122,57.3,3192012800.0,0.6,122298368.0
123,46.4,3201458176.0,0.6,90619904.0
124,56.2,3192807424.0,0.7,90624000.0
125,53.8,3214188544.0,0.7,90624000.0
126,56.8,3218874368.0,0.6,107368448.0
127,49.1,3218989056.0,0.5,90624000.0
128,53.8,3207905280.0,0.6,105971712.0
129,48.7,3210051584.0,0.6,107294720.0
130,53.8,3210194944.0,0.7,90624000.0
131,53.0,3210510336.0,0.7,90624000.0
132,52.5,3226013696.0,0.6,90624000.0
133,50.1,3245588480.0,0.6,90624000.0
134,55.6,3251691520.0,0.6,90624000.0
135,53.5,3251970048.0,0.6,90624000.0
136,50.3,3259039744.0,0.6,106401792.0
137,51.7,3262988288.0,0.6,90624000.0
138,53.0,3263279104.0,0.6,90624000.0
139,54.2,3274371072.0,0.5,107261952.0
140,51.5,3278831616.0,0.6,104300544.0
141,54.1,3287633920.0,0.8,107282432.0
142,44.5,3287908352.0,0.4,90628096.0
143,53.6,3275837440.0,0.8,107302912.0
144,54.4,3290083328.0,0.5,90628096.0
145,50.0,3290341376.0,0.6,107315200.0
146,50.0,3312218112.0,0.6,90628096.0
147,53.9,3317137408.0,0.7,107347968.0
148,48.0,3326988288.0,0.6,90628096.0
149,54.0,3342520320.0,0.6,90628096.0
150,53.5,3358793728.0,0.5,90628096.0
151,49.0,3359203328.0,0.7,90628096.0
152,51.3,3359608832.0,0.5,90628096.0
153,51.8,3359969280.0,0.6,106774528.0
154,45.5,3362390016.0,0.9,90628096.0
155,54.2,3364663296.0,0.7,93806592.0
156,49.2,3364884480.0,0.7,93806592.0
157,48.8,3364945920.0,0.6,93806592.0
158,50.2,3365277696.0,0.6,93806592.0
159,47.4,3370065920.0,0.7,93806592.0
160,51.2,3366760448.0,0.5,93806592.0
161,46.2,3366973440.0,0.5,107552768.0
162,55.4,3372720128.0,0.7,126640128.0
163,41.9,3372957696.0,0.6,110264320.0
164,59.4,3373137920.0,0.6,98131968.0
165,49.2,3382251520.0,0.6,129949696.0
166,45.9,3383955456.0,0.5,114597888.0
167,53.2,3376623616.0,0.7,114614272.0
168,44.5,3385876480.0,0.7,98131968.0
169,51.9,3414220800.0,0.5,114618368.0
170,48.8,3415285760.0,0.7,114085888.0
171,46.4,3415646208.0,0.6,98131968.0
172,53.1,3417051136.0,0.7,98136064.0
173,45.1,3417415680.0,0.5,111886336.0
174,50.8,3410739200.0,0.6,131932160.0
175,48.3,3421212672.0,0.6,98136064.0
176,48.9,3422040064.0,0.7,98136064.0
177,55.5,3427074048.0,0.6,98136064.0
178,42.0,3428204544.0,0.6,98136064.0
179,49.6,3430531072.0,0.6,98136064.0
180,49.5,3427192832.0,0.5,124628992.0
181,52.4,3434631168.0,0.7,115044352.0
182,45.1,3434913792.0,0.7,98136064.0
183,52.0,3439616000.0,0.5,98136064.0
184,43.9,3439869952.0,0.6,98136064.0
185,55.8,3446292480.0,0.7,98136064.0
186,40.9,3446554624.0,0.6,113156096.0
187,50.9,3449810944.0,0.6,98136064.0
188,46.1,3472515072.0,0.5,98136064.0
189,46.9,3480023040.0,0.7,98136064.0
190,46.9,3489193984.0,0.6,111886336.0
191,49.6,3489636352.0,0.7,113913856.0
192,47.3,3462021120.0,0.4,112275456.0
193,47.5,3469000704.0,0.7,98136064.0
194,50.7,3469524992.0,0.6,114057216.0
195,45.1,3469885440.0,0.6,114040832.0
196,46.5,3471523840.0,0.6,98140160.0
197,52.9,3492564992.0,0.6,98140160.0
198,48.0,3484344320.0,0.7,126689280.0
199,46.5,3486650368.0,0.6,98140160.0
200,40.0,3491082240.0,0.6,98140160.0
201,52.8,3525824512.0,0.5,98140160.0
202,41.5,3539537920.0,0.8,98140160.0
203,50.5,3545710592.0,0.5,114171904.0
204,54.4,3534610432.0,0.7,98140160.0
205,41.2,3534344192.0,0.6,98140160.0
206,48.8,3534249984.0,0.5,98140160.0
207,45.7,3545165824.0,0.7,98140160.0
208,47.2,3538313216.0,0.5,98140160.0
209,49.5,3545612288.0,0.7,98140160.0
210,51.7,3545505792.0,0.6,98140160.0
211,55.0,3540000768.0,0.5,98140160.0
212,47.5,3536048128.0,0.6,115294208.0
213,51.2,3540062208.0,0.7,98140160.0
214,41.5,3542634496.0,0.7,98140160.0
215,57.9,3556569088.0,0.7,98140160.0
216,49.9,3556790272.0,0.7,98140160.0
217,44.7,3557101568.0,0.7,98140160.0
218,54.0,3563065344.0,0.6,98140160.0
219,46.3,3563790336.0,0.5,98140160.0
220,46.8,3566977024.0,0.5,98140160.0
221,50.8,3567235072.0,0.7,98140160.0
222,49.8,3567456256.0,0.7,98140160.0
223,47.4,3569655808.0,0.7,129232896.0
224,49.8,3569709056.0,0.6,115474432.0
225,46.0,3569725440.0,0.5,115478528.0
226,54.3,3571015680.0,0.7,115478528.0
227,51.4,3574706176.0,0.5,115412992.0
228,47.4,3574226944.0,0.6,115412992.0
229,48.5,3574226944.0,0.6,129302528.0
230,47.1,3579678720.0,0.6,131342336.0
231,50.4,3579793408.0,0.6,111968256.0
232,40.9,3579830272.0,0.6,98144256.0
233,58.1,3582021632.0,0.6,98144256.0
234,44.4,3582033920.0,0.6,98144256.0
235,53.2,3582054400.0,0.7,98144256.0
236,42.0,3582054400.0,0.5,98144256.0
237,53.7,3582070784.0,0.7,98144256.0
238,42.1,3582091264.0,0.6,98144256.0
239,56.5,3585077248.0,0.6,98144256.0
240,44.5,3585236992.0,0.6,98144256.0
241,47.4,3587452928.0,0.5,115793920.0
242,52.6,3588202496.0,0.7,98144256.0
243,48.9,3592773632.0,0.6,102469632.0
244,46.5,3592499200.0,0.8,102469632.0
245,51.1,3592818688.0,0.7,118398976.0
246,43.6,3593244672.0,0.6,102469632.0
247,58.6,3581489152.0,0.6,118685696.0
248,42.6,3581743104.0,0.6,102469632.0
249,54.5,3581513728.0,0.6,118214656.0
250,43.6,3581812736.0,0.6,102473728.0
251,51.1,3587764224.0,0.5,102473728.0
252,46.7,3588591616.0,0.8,102473728.0
253,49.5,3596173312.0,0.5,102473728.0
254,41.1,3603714048.0,0.5,102473728.0
255,54.9,3606204416.0,0.7,102473728.0
256,45.5,3611492352.0,0.7,102473728.0
257,49.1,3601076224.0,0.6,102473728.0
258,50.3,3601326080.0,0.7,102473728.0
259,48.3,3601584128.0,0.5,102473728.0
260,47.7,3609018368.0,0.5,102473728.0
261,53.8,3621543936.0,0.7,102473728.0
262,40.7,3623096320.0,0.5,102473728.0
263,50.5,3617218560.0,0.7,102473728.0
264,51.2,3619516416.0,0.6,102473728.0
265,41.4,3626917888.0,0.5,118501376.0
266,47.6,3660578816.0,0.6,117850112.0
267,43.6,3666538496.0,0.7,102473728.0
268,54.3,3667079168.0,0.7,116289536.0
269,43.3,3667329024.0,0.6,102473728.0
270,47.4,3667603456.0,0.6,102473728.0
271,49.5,3670454272.0,0.6,120233984.0
272,42.6,3670724608.0,0.6,102473728.0
273,47.5,3669913600.0,0.6,120217600.0
274,45.0,3691085824.0,0.5,116301824.0
275,49.1,3700174848.0,0.9,102477824.0
276,46.8,3715620864.0,0.6,102477824.0
277,51.9,3695190016.0,0.6,102477824.0
278,41.3,3695435776.0,0.7,102477824.0
279,47.9,3698413568.0,0.5,119287808.0
280,52.9,3698892800.0,0.6,102477824.0
281,41.7,3699765248.0,0.6,117616640.0
282,47.5,3707363328.0,0.6,117735424.0
283,47.6,3708313600.0,0.7,117616640.0
284,48.3,3715887104.0,0.7,120082432.0
285,47.4,3709747200.0,0.5,133775360.0
286,49.2,3730157568.0,0.6,137797632.0
287,47.8,3725713408.0,0.7,119885824.0
288,46.5,3729903616.0,0.5,120016896.0
289,38.5,3730161664.0,0.6,102477824.0
290,51.0,3734667264.0,0.5,102477824.0
291,47.1,3734642688.0,0.6,102477824.0
292,37.1,3741933568.0,0.5,102477824.0
293,46.0,3756138496.0,0.6,102477824.0
294,50.9,3755393024.0,0.7,102477824.0
295,40.3,3756740608.0,0.6,119697408.0
296,46.0,3757010944.0,0.5,102477824.0
297,47.7,3757301760.0,0.6,117612544.0
298,43.8,3757576192.0,0.6,117682176.0
299,32.4,3736354816.0,0.5,102477824.0
